"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USC00200230","ANN ARBOR U OF MICH, MI US","1975-08","71.8","82.0","61.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1975-09","57.9","66.9","48.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1975-10","53.2","64.4","42.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1975-11","45.8","54.3","37.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1975-12","28.3","35.7","20.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-01","19.1","26.7","11.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-02","32.3","42.5","22.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-03","39.9","50.8","29.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-04","49.4","61.2","37.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-05","56.0","67.3","44.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-06","70.6","81.9","59.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-07","72.9","84.3","61.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-08","69.8","82.2","57.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-09","63.0","75.0","51.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-10","47.1","56.2","37.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-11","32.9","40.5","25.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1976-12","20.5","29.0","12.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-01","12.3","20.1","4.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-02","24.8","32.4","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-03","41.1","50.5","31.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-04","52.2","64.6","39.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-05","64.8","78.6","51.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-06","65.1","76.1","54.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-07","74.0","84.6","63.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-08","68.4","78.1","58.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-09","63.8","72.4","55.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-10","49.2","58.9","39.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-11","40.4","46.3","34.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1977-12","25.2","31.5","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-01","18.8","25.1","12.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-02","15.7","24.6","6.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-03","29.5","37.6","21.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-04","46.0","57.8","34.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-05","59.2","69.4","49.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-06","67.6","78.7","56.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-07","70.6","81.2","59.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-08","71.2","82.3","60.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-09","67.0","78.9","55.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-10","50.0","59.8","40.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-11","40.6","49.0","32.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1978-12","28.3","34.5","22.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-01","18.0","24.0","12.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-02","15.8","23.6","8.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-03","38.6","48.2","29.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-04","45.0","54.5","35.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-05","57.2","68.6","45.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-06","67.9","80.0","55.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-07","69.9","80.0","59.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-08","68.5","77.8","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-09","64.2","76.2","52.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-10","51.2","59.0","43.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-11","40.0","47.3","32.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1979-12","32.2","39.5","24.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-01","24.3","30.6","18.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-02","22.1","28.8","15.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-03","31.5","39.8","23.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-04","47.0","56.4","37.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-05","60.5","72.0","49.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-06","64.8","76.2","53.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-07","73.5","84.2","62.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-08","72.6","81.4","63.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-09","64.5","74.9","54.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-10","47.4","56.5","38.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-11","38.2","46.3","30.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1980-12","26.1","33.5","18.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-01","19.9","27.6","12.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-02","28.0","35.2","20.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-03","36.8","45.9","27.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-04","50.6","61.5","39.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-05","57.0","68.2","45.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-06","68.7","79.0","58.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-07","72.2","82.3","62.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-08","70.3","80.4","60.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-09","61.3","69.7","52.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-10","47.3","56.1","38.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-11","40.6","49.4","31.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1981-12","27.6","33.5","21.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-01","16.2","23.7","8.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-02","21.9","29.7","14.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-03","32.8","40.8","24.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-04","43.1","54.0","32.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-05","64.6","75.6","53.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-06","65.1","75.9","54.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-07","72.3","82.0","62.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-08","68.9","79.6","58.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-09","63.1","73.2","52.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-10","54.0","64.8","43.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-11","41.5","48.1","34.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1982-12","36.9","43.3","30.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-01","27.3","33.0","21.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-02","30.9","38.8","23.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-03","38.1","47.4","28.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-04","44.3","53.6","35.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-05","55.4","66.4","44.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-06","68.7","80.4","57.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-07","74.7","84.8","64.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-08","74.2","84.4","63.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-09","65.8","77.6","54.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-10","53.1","62.7","43.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-11","41.6","49.9","33.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1983-12","19.8","26.1","13.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-01","18.0","24.9","11.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-02","33.6","41.8","25.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-03","28.7","37.3","20.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-04","47.4","57.2","37.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-05","55.2","65.9","44.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-06","71.2","82.6","59.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-07","71.7","83.9","59.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-08","73.0","84.2","61.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-09","62.3","72.8","51.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-10","55.5","64.8","46.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-11","40.1","49.0","31.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1984-12","33.7","41.3","26.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-01","19.8","26.1","13.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-02","23.7","31.7","15.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-03","39.1","48.8","29.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-04","53.3","65.2","41.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-05","62.5","74.7","50.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-06","64.6","75.9","53.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-07","71.5","82.0","61.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-08","68.9","78.7","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-09","64.8","75.1","54.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-10","53.2","61.7","44.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-11","41.0","46.5","35.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1985-12","22.4","28.7","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-01","24.6","32.0","17.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-02","24.9","31.0","18.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-03","38.4","48.7","28.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-04","50.3","61.6","39.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-05","60.5","70.6","50.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-06","67.7","78.9","56.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-07","73.7","83.9","63.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-08","67.8","78.4","57.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-09","65.8","76.2","55.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-10","52.8","61.9","43.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-11","36.8","44.2","29.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1986-12","30.4","34.9","25.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-01","25.6","31.7","19.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-02","29.4","37.7","21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-03","39.8","50.8","28.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-04","51.0","62.4","39.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-05","64.0","76.7","51.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-06","72.0","83.8","60.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-07","76.0","86.6","65.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-08","71.1","81.5","60.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-09","64.2","74.1","54.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-10","46.6","56.4","36.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-11","43.3","51.3","35.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1987-12","32.1","36.7","27.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-01","22.9","30.7","15.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-02","22.2","31.1","13.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-03","36.4","46.6","26.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-04","48.7","60.4","37.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-05","62.0","75.2","48.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-06","71.1","86.2","56.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-07","76.4","89.3","63.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-08","74.2","84.3","64.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-09","63.1","73.1","53.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-10","45.9","54.0","37.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-11","41.1","47.6","34.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1988-12","28.8","35.9","21.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-01","31.8","39.5","24.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-02","23.1","30.2","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-03","35.1","45.9","24.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-04","45.3","55.8","34.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-05","57.9","69.1","46.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-06","67.9","77.8","58.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-07","72.4","82.6","62.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-08","69.6","79.9","59.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-09","61.8","72.0","51.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-10","53.0","64.0","42.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-11","37.6","45.6","29.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1989-12","17.7","25.0","10.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-01","33.1","39.4","26.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-02","30.2","38.0","22.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-03","39.2","47.9","30.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-04","49.3","60.2","38.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-05","56.6","67.3","46.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-06","68.1","78.6","57.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-07","72.0","83.2","60.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-08","69.9","79.4","60.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-09","63.6","73.5","53.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-10","52.1","63.6","40.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-11","43.2","52.6","33.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1990-12","31.5","38.9","24.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-01","24.1","31.0","17.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-02","31.3","39.4","23.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-03","40.2","50.8","29.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-04","51.2","60.9","41.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-05","65.6","76.8","54.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-06","71.8","83.5","60.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-07","73.7","84.2","63.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-08","72.4","83.3","61.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-09","61.7","73.0","50.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-10","54.7","64.1","45.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-11","37.4","44.9","29.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1991-12","31.0","37.3","24.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-01","27.1","33.1","21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-02","30.5","36.9","24.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-03","35.2","45.0","25.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-04","46.5","56.4","36.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-05","58.8","71.8","45.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-06","64.8","76.7","52.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-07","68.5","77.1","60.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-08","66.5","76.4","56.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-09","61.8","71.6","52.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-10","49.8","59.7","39.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-11","38.4","43.3","33.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-12","31.6","36.8","26.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-01","27.7","33.7","21.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-02","24.0","32.1","15.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-03","33.3","40.8","25.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-04","46.7","56.8","36.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-05","59.8","71.6","47.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-06","66.2","75.9","56.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-07","73.5","83.0","64.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-08","72.4","82.2","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-09","58.7","67.0","50.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-10","49.7","60.0","39.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-11","38.7","46.2","31.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-12","28.5","34.4","22.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-01","16.5","24.5","8.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-02","22.8","32.0","13.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-03","36.0","45.7","26.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-04","50.5","62.0","38.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-05","57.5","69.9","45.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-06","70.0","81.8","58.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-07","72.3","82.3","62.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-08","68.3","78.4","58.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-09","64.8","75.9","53.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-10","53.1","63.1","43.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-11","44.2","52.4","36.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-12","33.9","40.0","27.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-01","26.9","32.6","21.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-02","24.2","32.2","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-03","38.0","48.7","27.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-04","44.8","55.0","34.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-05","59.3","69.9","48.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-06","70.5","82.0","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-07","73.8","84.3","63.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-08","76.2","85.3","67.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-09","61.7","73.5","49.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-10","54.2","63.9","44.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-11","33.2","40.9","25.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-12","24.7","30.9","18.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-01","23.7","31.7","15.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-02","25.7","34.1","17.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-03","30.2","40.2","20.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-04","44.8","55.9","33.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-05","56.7","66.9","46.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-06","70.1","79.4","60.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-07","69.9","81.2","58.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-08","72.4","83.7","61.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-09","63.3","72.6","54.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-10","51.8","61.8","41.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-11","33.5","40.2","26.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-12","30.2","35.1","25.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-01","22.2","30.3","14.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-02","30.3","37.2","23.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-03","37.4","46.4","28.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-04","46.0","56.8","35.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-05","51.7","62.3","41.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-06","68.7","78.8","58.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-07","71.6","82.3","60.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-08","67.4","76.2","58.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-09","62.6","72.0","53.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-10","51.5","61.1","42.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-11","36.6","42.0","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-12","31.1","35.5","26.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-01","31.7","36.8","26.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-02","35.7","42.8","28.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-03","38.2","45.5","30.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-04","50.3","61.4","39.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-05","65.5","77.0","53.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-06","68.8","79.8","57.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-07","73.2","84.8","61.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-08","72.9","83.2","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-09","68.2","80.0","56.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-10","54.3","64.3","44.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-11","43.6","51.0","36.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-12","35.5","43.6","27.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-01","22.7","30.4","14.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-02","31.9","39.8","24.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-03","34.1","43.9","24.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-04","51.0","62.0","40.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-05","62.6","74.8","50.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-06","70.2","80.8","59.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-07","76.1","86.5","65.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-08","69.3","79.6","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-09","66.0","79.4","52.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-10","51.5","62.0","41.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-11","45.1","54.9","35.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-12","31.2","37.6","24.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-01","24.2","32.2","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-02","32.4","40.3","24.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-03","43.3","53.6","33.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-04","48.3","59.2","37.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-05","61.7","72.5","51.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-06","68.6","78.7","58.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-07","69.1","78.5","59.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-08","70.2","80.2","60.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-09","62.9","73.4","52.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-10",,,"44.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-11","39.4","45.7","33.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-12","18.7","25.5","11.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01","26.1","32.0","20.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02","29.0","35.8","22.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03","34.1","42.8","25.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04","51.0","62.3","39.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05","61.1","71.5","50.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06","68.5","78.5","58.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07","72.9","84.7","61.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08","73.3","83.7","63.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09","61.7","72.0","51.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10","52.3","61.7","42.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11","47.5","56.0","38.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-12","35.0","40.7","29.2"
